f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,target
1.1867383610337925,1.5114407378000942,0.784903727672868,-0.700853837857937,-0.24422734936749838,-0.7331886868389267,1.2688788105065671,-0.6122949228887824,-0.1383025666421721,-0.24753395258206348,0
-1.2881027060853951,-1.0385534424976943,-2.0709205244047926,0.0323898745882509,0.7386012301742123,1.3798448646032955,-1.202812077665739,0.4960702089632861,-1.503769546634214,0.6247415471049805,0
1.6639377397244601,1.5514213538883572,2.2502418313881183,-0.29572622575602847,-0.7890449843799159,-1.5788616804149387,1.6145716158804997,-0.6995558564492259,1.3660064801675187,-0.6829051772516918,1
-0.865648425004428,-0.8918056793947319,-0.9991712419440595,0.25631655725623925,0.34387525601627655,0.7392214955050956,-0.8645089556927404,0.387646966665038,-0.47796871243665073,0.305180750244892,0
-1.570485106128621,-1.276852103818328,-2.503403578710494,0.05234338141777161,0.8921638301206216,1.6720328194951892,-1.4695752576037204,0.6077944187529594,-1.804244849587993,0.7554160611224968,0
1.683958373562761,2.4004610305674445,0.5958760273736997,-1.3039307188737168,-0.1453795216523899,-0.7922519511870328,1.8746286594820407,-0.9404323682654927,-0.8989091039422038,-0.1999701388994803,0
1.1403074085025053,1.9300852707145257,-0.2132719281226113,-1.2514858013374426,0.1411424096911169,-0.24097329862736216,1.3576878886141066,-0.7220913247941864,-1.4455341032849864,0.04474939779566926,0
0.6276006954585035,1.0730559111118712,-0.13920581656403497,-0.701831458018235,0.08615992336289895,-0.12216954579862908,0.7503656843327992,-0.4004409313910481,-0.8252034315652157,0.031004382247917645,0
0.9815368663869529,1.5399285194100503,0.0622923210106586,-0.9303305487853993,0.025981985964644627,-0.3252215775739291,1.1334641320342165,-0.5875595726023813,-0.9106738391703579,-0.03330014643179971,0
0.3090140998245632,0.5697455537949618,-0.1523751256313423,-0.3956533655611975,0.07498831711411837,-0.019986868915148785,0.38145778576921846,-0.2087566356365416,-0.5200528759294801,0.03975375322674947,0
-0.7762928820544118,-0.5390262554883758,-1.423978583068204,-0.08558432859067094,0.5134607426545618,0.9158638839011148,-0.6997169299943223,0.27464402013086386,-1.1449389285615086,0.4278926588326251,0
-0.6144684399158589,-0.6407527515721062,-0.6936215179717193,0.19127926213278562,0.23802500423922626,0.5172392607534405,-0.6158958672766313,0.2773261110384583,-0.31807800211105774,0.2120638433034676,0
0.6529036197592348,1.2428164530892154,-0.4009673278293856,-0.8831740311653131,0.18913531613880485,-0.004369656962966048,0.8172755265198443,-0.45199812602800116,-1.2060120789979165,0.10707599885493624,0
-0.7082938550617359,-1.2974126961171988,0.33203643492196067,0.8965893306326436,-0.1651907042958379,0.05406432964947098,-0.8718777411253764,0.47611166098965413,1.1686485415245338,-0.0860887885575674,1
-0.6095973577597527,-0.3693871853712105,-1.2273317948687594,-0.13240964778139663,0.4455949305583484,0.771482998410499,-0.533847492511206,0.2005819775008303,-1.0471462134705654,0.36788658399423163,0
1.4245279920111615,2.161297498686228,0.2395169748974305,-1.261118729204607,-0.02021406634269853,-0.5434432974784327,1.6236845078414748,-0.8321247350621904,-1.1193719116412344,-0.09188477695071409,0
-0.11927634408411752,-0.17104771805273833,-0.04013937033513684,0.09359369578445027,0.009494403636290002,0.05512557013278895,-0.13307751827307399,0.06689747757932474,0.06647515848329055,0.013560272515539486,1
-0.5049846640360424,-0.6215616661427612,-0.3777155982406003,0.272106698989843,0.12090786402001985,0.3329361824114584,-0.5336804491742042,0.25450125717039523,-0.0004688275675142073,0.11810237595796842,0
0.6495570633639396,1.2713515762500183,-0.4695927820357128,-0.920878275417378,0.21562193316845477,0.029517044095503712,0.8232015420804593,-0.45945295241177087,-1.2957288615575697,0.12717311205362755,0
-0.8445747201016831,-0.9068446105051609,-0.900432266343841,0.29453883701136735,0.30659725049132247,0.6855722240550874,-0.8541124559147314,0.3884977737105851,-0.3653681481115385,0.27601462958822787,0
-0.7034353114486878,-0.7786212601200204,-0.7027327508783623,0.27353444642881636,0.23701598690053602,0.5483776231543204,-0.718137603772441,0.3301036908870208,-0.2402354827427483,0.2160943234222843,0
-0.482260052110374,0.07047232232287992,-1.7053951569319434,-0.5435710533623994,0.6378095920873657,0.9622113013889431,-0.3172282817884385,0.057146798953664445,-1.8248834546473,0.5055701837724624,0
-1.3393263435401006,-1.1669030167609262,-1.977005357546848,0.13899705391277464,0.6995009524045649,1.3502633763214769,-1.2758697644533943,0.5401664984781304,-1.3244107752638405,0.5980970222580797,0
-1.6660651954031662,-1.2937691118431518,-2.7788614383523775,-0.018022246663904826,0.9942796395195989,1.8327724791629287,-1.5413971350640765,0.6277663206828507,-2.081071859289202,0.8373486219118672,0
-0.3300039715278184,-0.5528594501474853,0.05016741767870158,0.355275909885077,-0.036358589236449,0.07527284046905151,-0.39126030581053267,0.2073753568510946,0.4026609929231304,-0.009575699893111076,0
-0.5743437881575951,-0.7238725597195972,-0.39529217801201644,0.3299755812040836,0.12418964489874926,0.3622298283284458,-0.6118898949517101,0.2941990357157633,0.04600753665828883,0.12430386337076951,0
-1.2660673342814193,-1.0659009365948706,-1.9441415163512323,0.08641786666686528,0.690480177761098,1.312471743449246,-1.1953091238396363,0.5002134509894121,-1.3540997699217796,0.587370085542715,0
-0.9131734550702982,-0.9297555466900561,-1.0763236970079648,0.25706642126557105,0.3714156478716673,0.7904883620959196,-0.9087805295792369,0.40584665622342464,-0.5344617490933036,0.3284484588600835,0
-1.24177015937557,-1.000908395514325,-1.997014902080768,0.030875546400959145,0.7122611135596918,1.3304924673089247,-1.1594637432485713,0.47814594178420594,-1.4504726874821732,0.6024405945939625,0
-2.5925711282842223,-1.8305060378452338,-4.694219463990062,-0.2491290433269946,1.6909383661124575,3.0292685284088443,-2.345621007415719,0.9257143404784448,-3.740403705382816,1.4110856345549287,0
-0.6457437572639929,-0.68230591805335,-0.7108227199464149,0.21183132834601712,0.24310794519643644,0.534892404292649,-0.6498345319657228,0.2939442245541265,-0.3097059226239809,0.21756962678981415,0
1.0086147775010512,1.649712258952179,-0.07226920808892619,-1.0374219331344945,0.07963701682982516,-0.2688994987971244,1.184236280944716,-0.6226094566192331,-1.1206993115915702,0.005588819745118604,0
1.175294352354498,1.8288841806481393,0.10502260994742234,-1.0957959562709456,0.019288868940137694,-0.4040022916100577,1.3528570380399285,-0.6993376386570971,-1.049150931886449,-0.04876338922253883,0
-0.058954831349766056,0.29013138652200965,-0.7785282815110275,-0.4070491605948815,0.29940700211580373,0.39074746419568857,0.04279928901457799,-0.07182330155420848,-0.9965194758869388,0.22831669512750158,0
-1.7385464396232988,-1.3413931363903182,-2.9172914847679268,-0.02928462927079081,1.0443475946379837,1.9209086084984683,-1.6059450195798217,0.6526524246590011,-2.195401948423043,0.8788996619961751,0
1.3926897183810973,2.105651260751548,0.24902897567689833,-1.2240508230173286,-0.02553670646529983,-0.5384194885734074,1.5852677200857548,-0.8114715865497116,-1.0741850083446343,-0.09417330333395511,0
-0.6550572841264649,-1.2362469774398837,0.3806860081731818,0.8731790933047345,-0.18136709689524888,0.014734887070845998,-0.8168796540914155,0.45050233625158786,1.180678340493937,-0.10111864830588058,1
0.03929593785636387,0.4703199073390253,-0.8250286739379016,-0.5316834059976291,0.3224930994479255,0.38345974448673376,0.16380481058640015,-0.13792810209081252,-1.1592279843281323,0.24038760151276395,0
-1.2320741010995762,-1.1212426565926052,-1.7219286374193923,0.18567930720189785,0.6058989612670793,1.1957761352659797,-1.1875463110417201,0.5102874022896073,-1.0870710867075748,0.5219382099771753,0
-0.6447647115874799,-0.7781114689073793,-0.5136514214695904,0.3286743679667284,0.16656638438806315,0.44012967976986345,-0.676912164475268,0.32060852106769067,-0.04317979750092438,0.159960481623936,0
1.1380088369236343,1.0198391116840506,1.6224580629898473,-0.1523873034913327,-0.5720683464668909,-1.1198108151217296,1.09230201360708,-0.46690532091737524,1.0474848470309324,-0.4914351521329779,1
1.0315621357808868,1.6390444379174158,0.023689910700934503,-1.0027075468603661,0.04353464029820563,-0.3217807369820114,1.197211289095519,-0.6232809954380445,-1.0137701292815988,-0.022794132755424232,0
-0.816534598287583,-0.811449471178642,-1.0027400861252387,0.20577026416449565,0.34777245046992433,0.726151445756044,-0.8068362377896624,0.3573225356942022,-0.5326079117115383,0.3054674241539189,0
1.1229861472022105,1.693724090988534,0.20921415935464052,-0.9819796155955718,-0.023858738496824194,-0.43818098667323147,1.2770664089439674,-0.6531618871118025,-0.8547496777497885,-0.07839297332811235,0
-1.0099586774692484,-0.995692774118568,-1.2564244578901658,0.24486378880262097,0.436428177517203,0.9059034894818216,-0.9956515414586175,0.43973366879301723,-0.6806879103275383,0.3825455906099602,0
-2.0935194916041864,-1.4899043056225565,-3.7668068153836303,-0.18694806233160954,1.3561961890684198,2.4347486490181396,-1.8975127576675723,0.7508124005009352,-2.988099355961655,1.132507095404961,0
-0.5406081023714293,-0.7571761736279676,-0.21853930727133045,0.4023289400407264,0.057254299196089195,0.2673923819310592,-0.5979210681541655,0.2981445662232866,0.251617955025228,0.07215489851296748,0
1.8349928475451618,1.7095097255484415,2.4844044936599956,-0.3244335950659683,-0.8712610410365722,-1.7425289946179856,1.7801461476059204,-0.7710792739895058,1.5102798893518843,-0.7539367918917046,1
-0.9090185807498811,-0.8662835692355215,-1.1913862788962823,0.18422186461165566,0.41632436574250403,0.8443664512431166,-0.887478243108244,0.38741562952364345,-0.6947894496050705,0.3619945014716672,0
-0.5946505837089011,-0.7497425267320788,-0.4087087348412369,0.34197672289845527,0.12836318125144852,0.37476890055845113,-0.6336042738398477,0.30467825316404623,0.04839345565829056,0.12853535553856774,0
1.6528831980061114,2.515568934782825,0.26209678556421945,-1.4727285639718646,-0.017310931409685832,-0.6229811531567041,1.8862282999065885,-0.9677027687613036,-1.3202678528722562,-0.10199443952994003,0
-1.4206332369889476,-1.292690538891763,-1.985758600785257,0.21391531284687149,0.6987444778794784,1.378925084005426,-1.3692475339229042,0.5883410090041499,-1.2538490775291717,0.6019050568448072,0
-1.0080283309474345,-0.9062701513138482,-1.4312433541512746,0.1385081823538645,0.5044356380575334,0.9890812702634761,-0.9683866062515272,0.41439247115420397,-0.9198365268034259,0.4335807888382722,0
-2.1659704557867814,-1.4934601548108022,-3.9943733957641325,-0.2514985961959535,1.4408909696603986,2.565582484416058,-1.9492691037100196,0.7633569766503769,-3.2233991365860324,1.200094606050139,0
-1.0809109332860696,-0.8271900056374717,-1.8275401039906096,-0.02643167104481113,0.6546519473730745,1.2008864724266735,-0.9964984095073222,0.40387225265665194,-1.3836289967607778,0.5504613176004118,0
-0.9530512476440199,-0.8964653138264279,-1.2729520833832733,0.1788921948419475,0.44575767435690133,0.8966968627150489,-0.9270535765320749,0.4028839614324348,-0.7608113920067456,0.386497614641905,0
0.015900687530918813,0.5852816760089175,-1.1336263124566848,-0.693005946411022,0.4411724664145887,0.5383544726750044,0.18073913567484756,-0.16638182005812632,-1.5542075068935395,0.3308895276992392,0
-1.2258869608595109,-1.066667094728789,-1.8123914001227008,0.1255296227483953,0.6413557231968267,1.2372564610020587,-1.1673992075710047,0.4940229341127857,-1.216082692020034,0.5482673289688015,0
-1.3937401826535623,-1.2200621560644813,-2.0456824034873278,0.15160154248507698,0.7233968736119112,1.3995425973620677,-1.3293719113084668,0.5637220786933094,-1.3624198761789184,0.6189950580716237,0
1.0100040877862393,1.6519903949805799,-0.0723803980139557,-1.0388578803381545,0.07975123515818501,-0.2692643143477774,1.1858691662467917,-0.6234686758910827,-1.122258809263508,0.005599919013543286,0
1.2471362153584806,2.0791231625420785,-0.1688988085056589,-1.3302797127556012,0.12936703577494582,-0.29438146188637887,1.4756722337666022,-0.7808430294679973,-1.4936442849361433,0.03014398958328223,0
-0.14528902424053894,0.1573503484016182,-0.7894104337187775,-0.3284472473298098,0.2992204938409684,0.42194204554934106,-0.05612492301998063,-0.02088960296241477,-0.9237490127132734,0.2328239506867591,0
-0.40416474684267417,-0.17766339601143555,-0.9498829152525469,-0.16914149246521024,0.3483217473810054,0.576731221116079,-0.33445678016380176,0.11416247946883486,-0.8789985022011263,0.28368196932170603,0
-0.8322107673973312,-0.9070378218281541,-0.8599774227530141,0.3065224910952606,0.29151456806410264,0.6624689111559503,-0.8455119321528719,0.38658097200284547,-0.3230156263626428,0.26400743586617037,0
0.9561493548365082,1.5501794730317042,-0.04072963820821488,-0.9668595403571547,0.0647031888771816,-0.26822209204342357,1.1186598695254586,-0.5863823579992046,-1.0247116694844207,-0.002816575488417988,0
-0.08811813413732995,-0.43277356274156986,0.5907989397362536,0.4398596449714234,-0.23400201786065786,-0.2565441421557489,-0.187106842419331,0.13519971983950627,0.8909302776155639,-0.17121738505971792,0
0.7850577370435107,1.279825601305368,-0.047681637536608534,-0.8023597891095651,0.058656910556822955,-0.21340425540157573,0.9205268107975376,-0.4834248643057174,-0.8606723524863586,0.0018469713558058483,0
-1.1941769356639604,-1.0350574270514485,-1.7736467728441103,0.11742105239563096,0.6279264163315303,1.2091506809946928,-1.1360376722441565,0.4801191662988308,-1.195665759769367,0.5364619839665786,0
0.2730265157084681,0.892260782665279,-0.9220561348717861,-0.8200563150167958,0.3721327427706625,0.3596101282342446,0.449721775290143,-0.2933067791659324,-1.5278552625781385,0.2651327115958945,0
-0.6501572850109032,-0.5315819637864339,-1.0303284882339327,0.025280048129677747,0.3669950100670506,0.6893011857021436,-0.609246940293849,0.25245322881825233,-0.7387311947168888,0.31096573503158087,0
0.11757345442365515,0.2888400557041414,-0.20389898557352581,-0.23772586504999743,0.08521576055330685,0.06230978098786712,0.16601981968153218,-0.09960149770931906,-0.3958558265844815,0.05774996052614406,0
